"Data captured on:"	"25.08.2023 17:27:17"
"Gain setting:"	1
"Averaging frame frequency:"	0
"Edge width rising [s]:"	2.042245E-6
"Edge width falling [s]:"	9.909527E-4


"Time [s]"	"Amplitude"
1.000000E-6	0.000000E+0
2.000000E-6	0.000000E+0
3.000000E-6	0.000000E+0
4.000000E-6	0.000000E+0
5.000000E-6	0.000000E+0
6.000000E-6	1.449585E-3
7.000000E-6	0.000000E+0
8.000000E-6	0.000000E+0
9.000000E-6	0.000000E+0
1.000000E-5	0.000000E+0
1.100000E-5	0.000000E+0
1.200000E-5	0.000000E+0
1.300000E-5	0.000000E+0
1.400000E-5	4.577637E-5
1.500000E-5	0.000000E+0
1.600000E-5	0.000000E+0
1.700000E-5	0.000000E+0
1.800000E-5	0.000000E+0
1.900000E-5	0.000000E+0
2.000000E-5	0.000000E+0
2.100000E-5	0.000000E+0
2.200000E-5	2.136230E-4
2.300000E-5	0.000000E+0
2.400000E-5	2.410889E-3
2.500000E-5	0.000000E+0
2.600000E-5	0.000000E+0
2.700000E-5	0.000000E+0
2.800000E-5	1.831055E-4
2.900000E-5	8.544922E-4
3.000000E-5	0.000000E+0
3.100000E-5	0.000000E+0
3.200000E-5	3.356934E-4
3.300000E-5	0.000000E+0
3.400000E-5	1.373291E-3
3.500000E-5	0.000000E+0
3.600000E-5	0.000000E+0
3.700000E-5	0.000000E+0
3.800000E-5	5.950928E-4
3.900000E-5	1.220703E-4
4.000000E-5	0.000000E+0
4.100000E-5	0.000000E+0
4.200000E-5	6.103516E-4
4.300000E-5	0.000000E+0
4.400000E-5	0.000000E+0
4.500000E-5	1.235962E-3
4.600000E-5	0.000000E+0
4.700000E-5	9.155273E-5
4.800000E-5	0.000000E+0
4.900000E-5	0.000000E+0
5.000000E-5	0.000000E+0
5.100000E-5	0.000000E+0
5.200000E-5	0.000000E+0
5.300000E-5	0.000000E+0
5.400000E-5	0.000000E+0
5.500000E-5	0.000000E+0
5.600000E-5	0.000000E+0
5.700000E-5	5.187988E-4
