"Data captured on:"	"25.08.2023 17:32:58"
"Gain setting:"	1
"Averaging frame frequency:"	0
"Edge width rising [s]:"	-1.503310E-3
"Edge width falling [s]:"	2.120636E-6


"Time [s]"	"Amplitude"
5.800000E-5	2.304077E-3
5.900000E-5	2.655029E-3
6.000000E-5	3.265381E-3
6.100000E-5	3.799438E-3
6.200000E-5	1.190186E-3
6.300000E-5	3.463745E-3
6.400000E-5	4.501343E-3
6.500000E-5	2.792358E-3
6.600000E-5	1.617432E-3
6.700000E-5	3.494263E-3
6.800000E-5	3.280640E-3
6.900000E-5	3.295898E-3
7.000000E-5	3.341675E-3
7.100000E-5	3.479004E-3
7.200000E-5	1.800537E-3
7.300000E-5	2.441406E-3
7.400000E-5	2.746582E-3
7.500000E-5	3.112793E-3
7.600000E-5	2.944946E-3
7.700000E-5	2.029419E-3
7.800000E-5	3.555298E-3
7.900000E-5	2.578735E-3
8.000000E-5	2.548218E-3
8.100000E-5	3.555298E-3
8.200000E-5	3.829956E-3
8.300000E-5	3.875732E-3
8.400000E-5	3.189087E-3
8.500000E-5	2.410889E-3
8.600000E-5	3.021240E-3
8.700000E-5	4.119873E-3
8.800000E-5	3.402710E-3
8.900000E-5	3.128052E-3
9.000000E-5	3.799438E-3
9.100000E-5	4.150391E-3
9.200000E-5	4.440308E-3
9.300000E-5	3.082275E-3
9.400000E-5	2.334595E-3
9.500000E-5	2.655029E-3
9.600000E-5	3.707886E-3
9.700000E-5	2.395630E-3
9.800000E-5	3.250122E-3
9.900000E-5	2.136230E-3
1.000000E-4	3.768921E-3
1.010000E-4	3.540039E-3
1.020000E-4	1.449585E-3
1.030000E-4	3.372192E-3
1.040000E-4	3.662109E-3
1.050000E-4	2.960205E-3
1.060000E-4	2.853394E-3
1.070000E-4	2.380371E-3
1.080000E-4	2.487183E-3
1.090000E-4	3.219604E-3
1.100000E-4	3.616333E-3
1.110000E-4	2.120972E-3
1.120000E-4	2.105713E-3
1.130000E-4	2.685547E-3
1.140000E-4	2.471924E-3
1.150000E-4	2.578735E-3
1.160000E-4	2.273560E-3
1.170000E-4	2.365112E-3
1.180000E-4	2.761841E-3
1.190000E-4	3.143311E-3
1.200000E-4	2.868652E-3
1.210000E-4	1.922607E-3
1.220000E-4	9.765625E-4
1.230000E-4	2.639771E-3
1.240000E-4	4.608154E-3
1.250000E-4	3.738403E-3
1.260000E-4	3.585815E-3
1.270000E-4	3.021240E-3
1.280000E-4	3.433228E-3
1.290000E-4	1.754761E-3
1.300000E-4	3.189087E-3
1.310000E-4	1.770020E-3
1.320000E-4	1.449585E-3
1.330000E-4	3.051758E-3
1.340000E-4	3.005981E-3
1.350000E-4	2.822876E-3
1.360000E-4	3.616333E-3
1.370000E-4	3.112793E-3
