levels,prediciton
0.9328449328449328,84.9645488155539
0.0989010989010989,2.610944475903935
0.0903540903540903,2.2752272910316407
0.4437118437118437,47.21986447527555
0.4141636141636141,41.019563805627314
0.9064713064713064,211.76916821182402
0.3487179487179487,28.722087751076636
0.3054945054945055,22.122622029461837
0.3181929181929182,23.941474895982076
0.819047619047619,170.20681187452118
0.1155067155067155,3.363233014319235
0.5311355311355311,68.56492649163565
0.863003663003663,190.6105655550537
0.2344322344322344,12.960606753543317
0.9089133089133088,212.98173001464016
0.2373626373626373,13.306066808076508
0.4283272283272283,43.94511286036365
0.4046398046398046,39.09630785253978
0.3587301587301587,30.435025661123277
0.5716727716727716,79.76708771333853
0.78998778998779,157.05432372403902
0.0293040293040293,0.90311490656795
0.5587301587301587,76.12423229258641
0.3079365079365079,22.466158472233722
0.4576312576312576,50.28832774462924
0.2659340659340659,16.844020840944864
0.8945054945054945,205.85324560424132
0.9257631257631258,221.4313493126083
0.2322344322344322,12.704210032942228
0.0222222222222222,0.840493243697054
0.3894993894993895,36.11603265130848
0.5956043956043956,86.73109744166985
0.9128205128205128,214.92579318605777
0.421978021978022,42.623847841743206
0.1426129426129426,4.852759235488421
0.841025641025641,180.32080002519058
0.6788766788766789,113.8970763301385
0.7457875457875458,138.32820355995386
0.3257631257631257,25.068594620896043
0.6371184371184371,99.76620985097574
0.6608058608058608,107.69961210622075
0.9211233211233212,219.08179543258098
0.0446886446886446,1.0982602495705578
0.3377289377289377,26.926381682543926
0.1741147741147741,7.024245486510722
0.1975579975579975,9.037827436758178
0.0212454212454212,0.8332119540252592
0.0107448107448107,0.77775333272956
0.4622710622710623,51.337073164720145
0.7262515262515262,130.80077154446406
0.0473748473748473,1.1411542166424198
0.5521367521367522,74.29385565367578
0.6192918192918193,94.01234310441485
0.3262515262515262,25.142537976003688
0.8117216117216117,166.95277872698964
0.2693528693528693,17.258563132464722
0.7741147741147741,150.2446338011582
0.6366300366300366,99.29983532717596
0.4698412698412698,53.025018126428115
0.2007326007326007,9.323164461179658
0.4644688644688645,51.78966719826724
0.8058608058608059,164.31069958282907
0.5054945054945055,61.752542564843864
0.6854700854700855,116.01084491019427
0.4229548229548229,42.803266402349045
0.1540903540903541,5.528721659964447
0.2747252747252747,17.94143898491795
0.7023199023199023,122.00237778280086
0.4307692307692308,44.43550976547638
0.4258852258852258,43.41290886939407
0.8241758241758241,172.58802161812665
0.7186813186813187,127.97688844200701
0.0656898656898656,1.5448383958373455
0.8561660561660561,187.24577550169235
0.4139194139194139,40.94074061336151
0.1814407814407814,7.569752394650848
0.7098901098901099,124.74292415454607
0.9553113553113554,238.4719280953395
0.105006105006105,2.8704649174464265
0.4180708180708181,41.79334165665762
0.9267399267399268,221.70343734089147
0.2862026862026862,19.45292642866233
0.6478632478632479,102.95505236992815
0.0468864468864468,1.1400165178431934
0.7794871794871795,152.47411712013633
0.7943833943833943,159.2036333510415
0.9438339438339438,193.97328059998017
0.9824175824175824,217.45757783636557
0.6542124542124542,105.13146125936534
0.8385836385836386,178.88849385555
0.934065934065934,194.09192663847347
0.7345543345543346,133.96998313373928
0.5731379731379731,79.95515235845079
0.5323565323565324,68.99953734261084
0.5501831501831502,73.74407104275916
0.2061050061050061,9.874473885144383
0.0937728937728937,2.42617205526399
0.1582417582417582,5.871490177019297
0.9594627594627596,196.251417462998
0.4891330891330891,57.4614281126464
0.5877899877899878,84.06596348045785
0.7621489621489621,144.9851836532806
0.2986568986568986,21.09739202049399
0.6593406593406593,106.90542254850581
0.113064713064713,3.2414355293111754
0.2075702075702075,10.018805639537376
0.6500610500610501,103.70568895732305
0.6888888888888889,117.2998951295804
0.674969474969475,112.4767768832152
0.770940170940171,148.75981066756302
0.6637362637362637,108.61856329933462
0.984126984126984,239.5080041268077
0.2263736263736263,11.950183878727756
0.5609279609279609,76.66436356085394
0.242002442002442,13.787248223992464
0.3667887667887667,31.76795723573435
0.5550671550671551,75.03615138968765
0.607081807081807,90.10364918132029
0.6014652014652014,88.39274484687135
0.5912087912087912,85.32949606171542
0.5333333333333333,69.09402056336197
0.0239316239316239,0.8547150991447694
0.5865689865689866,83.96795904281676
0.0466422466422466,1.1247409483852095
0.3201465201465201,24.177797026601112
0.7472527472527473,138.70928875322852
0.2146520146520146,10.647013367798849
0.3321123321123321,25.99906624118237
0.3081807081807082,22.436074825108065
